Institution Name,Year,Month,Names
Prelinger Library (archive.org),2013,5,14
Prelinger Library (archive.org),2013,12,233
Prelinger Library (archive.org),2013,10,1518
Prelinger Library (archive.org),2013,9,92
Prelinger Library (archive.org),2011,7,1
Prelinger Library (archive.org),2011,6,2
Prelinger Library (archive.org),2011,10,3
Prelinger Library (archive.org),2011,11,4
Prelinger Library (archive.org),2011,8,2
Prelinger Library (archive.org),2011,1,17
Prelinger Library (archive.org),2010,12,1
Prelinger Library (archive.org),2011,2,3
Prelinger Library (archive.org),2011,3,13
Prelinger Library (archive.org),2010,11,4
Prelinger Library (archive.org),2010,10,6
Prelinger Library (archive.org),2010,8,2
Prelinger Library (archive.org),2010,9,3
Prelinger Library (archive.org),2009,12,19817
Prelinger Library (archive.org),2010,1,650
Prelinger Library (archive.org),2010,5,2
Prelinger Library (archive.org),2010,6,6
Prelinger Library (archive.org),2010,7,363
Prelinger Library (archive.org),2009,11,61088
Prelinger Library (archive.org),2014,1,1
Princeton Theological Seminary Library (archive.org),2014,3,24
Princeton Theological Seminary Library (archive.org),2009,11,4118
Princeton Theological Seminary Library (archive.org),2010,5,2
Princeton Theological Seminary Library (archive.org),2010,1,2
Princeton Theological Seminary Library (archive.org),2010,2,3
Princeton Theological Seminary Library (archive.org),2009,12,3321
Princeton Theological Seminary Library (archive.org),2010,10,1
Princeton Theological Seminary Library (archive.org),2010,11,2
Princeton Theological Seminary Library (archive.org),2010,12,1
Princeton Theological Seminary Library (archive.org),2011,10,589
Princeton Theological Seminary Library (archive.org),2011,5,1049
Princeton Theological Seminary Library (archive.org),2013,2,6407
Princeton Theological Seminary Library (archive.org),2012,12,2
Princeton Theological Seminary Library (archive.org),2012,5,80
Princeton Theological Seminary Library (archive.org),2012,6,32
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,6,1
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,12,833
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,11,208
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2012,8,4
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,2,1371
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,4,1178
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,3,369
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,1,408
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,10,2
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,12,53
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,5,70
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,8,310
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,7,35
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2013,6,85
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2009,12,12
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2014,1,116
"Queen's University, W.D. Jordan Special Collections & Music Library (archive.org)",2014,2,8
Regis - University of Toronto (archive.org),2009,11,376
Regis - University of Toronto (archive.org),2013,2,292
Regis - University of Toronto (archive.org),2012,5,5
"Research Library, The Getty Research Institute (archive.org)",2012,5,1368
"Research Library, The Getty Research Institute (archive.org)",2012,6,619
"Research Library, The Getty Research Institute (archive.org)",2012,3,38
"Research Library, The Getty Research Institute (archive.org)",2012,1,24
"Research Library, The Getty Research Institute (archive.org)",2011,12,52
"Research Library, The Getty Research Institute (archive.org)",2012,8,287
"Research Library, The Getty Research Institute (archive.org)",2012,7,833
"Research Library, The Getty Research Institute (archive.org)",2012,11,174
"Research Library, The Getty Research Institute (archive.org)",2012,12,527
"Research Library, The Getty Research Institute (archive.org)",2012,10,36
"Research Library, The Getty Research Institute (archive.org)",2012,9,673
"Research Library, The Getty Research Institute (archive.org)",2013,2,50334
"Research Library, The Getty Research Institute (archive.org)",2013,1,85
"Research Library, The Getty Research Institute (archive.org)",2013,3,2970
"Research Library, The Getty Research Institute (archive.org)",2013,4,454
"Research Library, The Getty Research Institute (archive.org)",2013,6,4
"Research Library, The Getty Research Institute (archive.org)",2013,7,725
"Research Library, The Getty Research Institute (archive.org)",2013,8,1421
"Research Library, The Getty Research Institute (archive.org)",2013,5,5
"Research Library, The Getty Research Institute (archive.org)",2013,12,2984
"Research Library, The Getty Research Institute (archive.org)",2013,11,3314
"Research Library, The Getty Research Institute (archive.org)",2013,10,525
"Research Library, The Getty Research Institute (archive.org)",2009,11,61
"Research Library, The Getty Research Institute (archive.org)",2009,12,2268
"Research Library, The Getty Research Institute (archive.org)",2010,2,24
"Research Library, The Getty Research Institute (archive.org)",2010,3,1051
"Research Library, The Getty Research Institute (archive.org)",2010,1,503
"Research Library, The Getty Research Institute (archive.org)",2010,5,1818
"Research Library, The Getty Research Institute (archive.org)",2010,4,2307
"Research Library, The Getty Research Institute (archive.org)",2010,7,12
"Research Library, The Getty Research Institute (archive.org)",2010,6,1982
"Research Library, The Getty Research Institute (archive.org)",2011,5,39
"Research Library, The Getty Research Institute (archive.org)",2011,4,3
"Research Library, The Getty Research Institute (archive.org)",2011,7,1644
"Research Library, The Getty Research Institute (archive.org)",2011,10,2020
"Research Library, The Getty Research Institute (archive.org)",2011,11,2380
"Research Library, The Getty Research Institute (archive.org)",2011,8,2
"Research Library, The Getty Research Institute (archive.org)",2011,9,155
"Research Library, The Getty Research Institute (archive.org)",2010,12,344
"Research Library, The Getty Research Institute (archive.org)",2011,2,5277
"Research Library, The Getty Research Institute (archive.org)",2010,11,1
"Research Library, The Getty Research Institute (archive.org)",2010,10,506
"Research Library, The Getty Research Institute (archive.org)",2010,9,2
"Research Library, The Getty Research Institute (archive.org)",2014,2,358
"Research Library, The Getty Research Institute (archive.org)",2014,1,116
"Research Library, The Getty Research Institute (archive.org)",2014,3,2292
"Research Library, The Getty Research Institute (archive.org)",2014,4,13570
"Research Library, The Getty Research Institute (archive.org)",2014,6,297
"Research Library, The Getty Research Institute (archive.org)",2014,5,997
Robarts - University of Toronto (archive.org),2014,4,110
Robarts - University of Toronto (archive.org),2014,3,99
Robarts - University of Toronto (archive.org),2014,1,6266
Robarts - University of Toronto (archive.org),2014,2,229
Robarts - University of Toronto (archive.org),2010,9,31715
Robarts - University of Toronto (archive.org),2010,8,185273
Robarts - University of Toronto (archive.org),2010,10,25339
Robarts - University of Toronto (archive.org),2010,11,18913
Robarts - University of Toronto (archive.org),2011,2,2205
Robarts - University of Toronto (archive.org),2011,3,39
Robarts - University of Toronto (archive.org),2010,12,33654
Robarts - University of Toronto (archive.org),2011,1,287
Robarts - University of Toronto (archive.org),2011,9,2
Robarts - University of Toronto (archive.org),2011,8,10
Robarts - University of Toronto (archive.org),2011,11,4
Robarts - University of Toronto (archive.org),2011,10,13
Robarts - University of Toronto (archive.org),2011,7,7
Robarts - University of Toronto (archive.org),2011,6,1150
Robarts - University of Toronto (archive.org),2011,4,565
Robarts - University of Toronto (archive.org),2011,5,1106
Robarts - University of Toronto (archive.org),2010,6,58069
Robarts - University of Toronto (archive.org),2010,7,39006
Robarts - University of Toronto (archive.org),2010,4,5858
Robarts - University of Toronto (archive.org),2010,5,17903
Robarts - University of Toronto (archive.org),2010,1,43183
Robarts - University of Toronto (archive.org),2010,3,6655
Robarts - University of Toronto (archive.org),2010,2,5988
Robarts - University of Toronto (archive.org),2009,12,251552
Robarts - University of Toronto (archive.org),2009,11,211892
Robarts - University of Toronto (archive.org),2013,10,7768
Robarts - University of Toronto (archive.org),2013,9,52941
Robarts - University of Toronto (archive.org),2013,11,1435
Robarts - University of Toronto (archive.org),2013,12,17809
Robarts - University of Toronto (archive.org),2013,5,1827
Robarts - University of Toronto (archive.org),2013,8,723
Robarts - University of Toronto (archive.org),2013,7,4313
Robarts - University of Toronto (archive.org),2013,6,11
Robarts - University of Toronto (archive.org),2013,4,4873
Robarts - University of Toronto (archive.org),2013,3,4668
Robarts - University of Toronto (archive.org),2013,1,493
Robarts - University of Toronto (archive.org),2013,2,655567
Robarts - University of Toronto (archive.org),2012,9,124
Robarts - University of Toronto (archive.org),2012,10,661
Robarts - University of Toronto (archive.org),2012,12,446
Robarts - University of Toronto (archive.org),2012,11,4845
Robarts - University of Toronto (archive.org),2012,7,810
Robarts - University of Toronto (archive.org),2012,8,436
Robarts - University of Toronto (archive.org),2012,4,104
Robarts - University of Toronto (archive.org),2011,12,3
Robarts - University of Toronto (archive.org),2012,1,28911
Robarts - University of Toronto (archive.org),2012,3,199
Robarts - University of Toronto (archive.org),2012,2,3
Robarts - University of Toronto (archive.org),2012,6,1469
Robarts - University of Toronto (archive.org),2012,5,2239
ROM - University of Toronto (archive.org),2012,5,431
ROM - University of Toronto (archive.org),2012,6,6
ROM - University of Toronto (archive.org),2012,1,288
ROM - University of Toronto (archive.org),2012,4,2
ROM - University of Toronto (archive.org),2012,11,1
ROM - University of Toronto (archive.org),2012,12,1
ROM - University of Toronto (archive.org),2012,10,1
ROM - University of Toronto (archive.org),2012,9,6
ROM - University of Toronto (archive.org),2013,2,6549
ROM - University of Toronto (archive.org),2013,1,2
ROM - University of Toronto (archive.org),2013,3,3
ROM - University of Toronto (archive.org),2013,4,4
ROM - University of Toronto (archive.org),2013,5,2
ROM - University of Toronto (archive.org),2009,11,109
ROM - University of Toronto (archive.org),2009,12,111
ROM - University of Toronto (archive.org),2011,10,20828
ROM - University of Toronto (archive.org),2011,9,11277
ROM - University of Toronto (archive.org),2014,5,40
Roman Catholic Archdiocese of Toronto,2011,9,3
Roman Catholic Archdiocese of Toronto,2013,2,8
Royal Botanic Garden Edinburgh,2013,4,49
Royal Botanic Garden Edinburgh,2013,3,10
Royal Botanic Garden Edinburgh,2013,5,15
Royal Botanic Garden Edinburgh,2013,12,6
Royal Botanic Garden Edinburgh,2013,11,2837
Royal Botanic Garden Edinburgh,2013,10,1311
Royal Botanic Garden Edinburgh,2012,10,6
Royal Botanic Garden Edinburgh,2012,12,3
Royal Botanic Garden Edinburgh,2012,6,27807
"Royal Botanic Gardens Kew, Library",2013,9,80566
"Royal Botanic Gardens Kew, Library",2013,7,116485
"Royal Botanic Gardens Kew, Library",2013,8,318685
"Royal Botanic Gardens Kew, Library",2014,2,8326
Royal Ontario Museum (archive.org),2014,2,1160
Royal Ontario Museum (archive.org),2013,5,44
Royal Ontario Museum (archive.org),2013,10,1409
Royal Ontario Museum (archive.org),2013,11,291
Royal Ontario Museum (archive.org),2013,12,5
Royal Ontario Museum (archive.org),2013,3,48
Royal Ontario Museum (archive.org),2013,4,22
Royal Ontario Museum (archive.org),2013,2,1228
Royal Ontario Museum (archive.org),2012,6,20336
Royal Ontario Museum (archive.org),2012,11,1
Royal Ontario Museum (archive.org),2012,10,16
Royal Ontario Museum (archive.org),2012,9,21
Royal Ontario Museum (archive.org),2012,8,2
Royal Ontario Museum (archive.org),2012,7,43
Royal Ontario Museum (archive.org),2011,11,6788
Rutgers University Libraries (archive.org),2010,8,548
Rutgers University Libraries (archive.org),2010,5,2
Rutgers University Libraries (archive.org),2010,7,3588
Rutgers University Libraries (archive.org),2012,4,1
Rutgers University Libraries (archive.org),2013,2,351
Rutgers University Libraries (archive.org),2013,1,4
Ryerson University Library Special Collections (archive.org),2013,2,13
Ryerson University Library Special Collections (archive.org),2012,5,1
Ryerson University Library Special Collections (archive.org),2009,11,8
Saint Louis Public Library,2009,2,1
Saint Louis Public Library,2008,4,87
Saint Louis Public Library,2010,10,2
Saint Louis Public Library,2012,5,3
Saint Louis Public Library,2012,6,1
Saint Louis Public Library,2012,2,1
Saint Louis Public Library,2012,3,6
Saint Louis Public Library,2012,7,11
Saint Louis Public Library,2012,9,4
Saint Louis Public Library,2013,2,2728
Saint Mary's College of California (archive.org),2013,2,696
Saint Mary's College of California (archive.org),2012,6,2
Saint Mary's College of California (archive.org),2012,5,20
Saint Mary's College of California (archive.org),2009,11,1516
Saint Mary's College of California (archive.org),2009,12,18
San Francisco Public Library (archive.org),2010,7,1271
San Francisco Public Library (archive.org),2011,2,1401
San Francisco Public Library (archive.org),2012,5,378
San Francisco Public Library (archive.org),2012,3,20075
San Francisco Public Library (archive.org),2012,2,6
San Francisco Public Library (archive.org),2012,9,2
San Francisco Public Library (archive.org),2012,11,29
San Francisco Public Library (archive.org),2012,4,16150
San Francisco Public Library (archive.org),2013,2,18897
San Francisco Public Library (archive.org),2013,1,2
San Francisco Public Library (archive.org),2013,4,2
San Francisco Public Library (archive.org),2013,12,6965
San Francisco Public Library (archive.org),2013,9,30900
San Francisco Public Library (archive.org),2013,5,14
San Francisco Public Library (archive.org),2014,1,30
San Francisco Public Library (archive.org),2014,3,2683
San Francisco Public Library (archive.org),2014,4,470
San Francisco Public Library (archive.org),2014,5,33
"School of Theology, Boston University (archive.org)",2013,2,54
"School of Theology, Boston University (archive.org)",2012,6,3
"School of Theology, Boston University (archive.org)",2009,12,65
"School of Theology, Boston University (archive.org)",2010,3,18
SciELO - Scientific Electronic Library Online,2013,12,251
SciELO - Scientific Electronic Library Online,2014,1,1910
Scott - York University Libraries (archive.org),2013,2,1628
Scott - York University Libraries (archive.org),2012,5,2
Scott - York University Libraries (archive.org),2012,7,16
Scott - York University Libraries (archive.org),2010,1,4761
Scott - York University Libraries (archive.org),2009,12,294
Scott - York University Libraries (archive.org),2010,7,14
Scott - York University Libraries (archive.org),2009,11,304
Smithsonian Institution Archives,2014,6,4
Smithsonian Libraries,2014,6,115812
Smithsonian Libraries,2014,5,430235
Smithsonian Libraries,2014,1,196726
Smithsonian Libraries,2014,2,189288
Smithsonian Libraries,2014,4,163622
Smithsonian Libraries,2014,3,366030
Smithsonian Libraries,2009,11,182622
Smithsonian Libraries,2009,6,488494
Smithsonian Libraries,2009,5,457057
Smithsonian Libraries,2009,4,532963
Smithsonian Libraries,2009,3,988443
Smithsonian Libraries,2009,7,499347
Smithsonian Libraries,2009,8,709748
Smithsonian Libraries,2009,10,680278
Smithsonian Libraries,2009,9,312322
Smithsonian Libraries,2008,4,4176
Smithsonian Libraries,2008,3,35
Smithsonian Libraries,2008,1,3426
Smithsonian Libraries,2008,5,228900
Smithsonian Libraries,2008,6,47993
Smithsonian Libraries,2007,10,5676
Smithsonian Libraries,2007,9,11043
Smithsonian Libraries,2007,8,46315
Smithsonian Libraries,2007,7,173891
Smithsonian Libraries,2007,11,322529
Smithsonian Libraries,2007,12,735
Smithsonian Libraries,2007,6,57249
Smithsonian Libraries,2008,2,423938
Smithsonian Libraries,2009,2,285448
Smithsonian Libraries,2009,1,391892
Smithsonian Libraries,2008,12,610444
Smithsonian Libraries,2008,11,672683
Smithsonian Libraries,2008,10,1075587
Smithsonian Libraries,2008,9,1164923
Smithsonian Libraries,2008,8,71511
Smithsonian Libraries,2008,7,17418
Smithsonian Libraries,2010,7,416143
Smithsonian Libraries,2010,6,279598
Smithsonian Libraries,2010,5,739040
Smithsonian Libraries,2010,4,581084
Smithsonian Libraries,2009,12,402459
Smithsonian Libraries,2010,1,499385
Smithsonian Libraries,2010,3,393392
Smithsonian Libraries,2010,2,214139
Smithsonian Libraries,2011,2,174842
Smithsonian Libraries,2011,3,216580
Smithsonian Libraries,2011,1,180722
Smithsonian Libraries,2010,12,102508
Smithsonian Libraries,2010,10,258178
Smithsonian Libraries,2010,11,157017
Smithsonian Libraries,2010,8,632332
Smithsonian Libraries,2010,9,291047
Smithsonian Libraries,2011,11,196075
Smithsonian Libraries,2011,10,455842
Smithsonian Libraries,2011,9,390038
Smithsonian Libraries,2011,8,185085
Smithsonian Libraries,2011,5,284079
Smithsonian Libraries,2011,4,439972
Smithsonian Libraries,2011,6,119114
Smithsonian Libraries,2011,7,264305
Smithsonian Libraries,2012,7,245790
Smithsonian Libraries,2012,4,147606
Smithsonian Libraries,2012,8,142545
Smithsonian Libraries,2012,11,188353
Smithsonian Libraries,2012,12,195211
Smithsonian Libraries,2012,9,223064
Smithsonian Libraries,2012,10,317375
Smithsonian Libraries,2012,5,129087
Smithsonian Libraries,2012,6,265364
Smithsonian Libraries,2012,2,122334
Smithsonian Libraries,2012,3,407477
Smithsonian Libraries,2012,1,225812
Smithsonian Libraries,2011,12,258492
Smithsonian Libraries,2013,2,7938406
Smithsonian Libraries,2013,4,411035
Smithsonian Libraries,2013,1,325909
Smithsonian Libraries,2013,3,183749
Smithsonian Libraries,2013,12,311195
Smithsonian Libraries,2013,11,162511
Smithsonian Libraries,2013,9,186294
Smithsonian Libraries,2013,10,43091
Smithsonian Libraries,2013,5,250850
Smithsonian Libraries,2013,8,525105
Smithsonian Libraries,2013,7,124543
Smithsonian Libraries,2013,6,83419
South African National Biodiversity Institute,2013,7,3281
South African National Biodiversity Institute,2013,8,526
South Australian Museum,2013,8,717
South Australian Museum,2013,7,4780
South Australian Museum,2013,6,1496
South Australian Museum,2013,5,658
South Australian Museum,2013,12,7679
South Australian Museum,2013,3,2273
South Australian Museum,2013,1,17591
South Australian Museum,2013,4,45113
South Australian Museum,2013,2,11341
South Australian Museum,2012,12,20030
South Australian Museum,2012,11,15911
South Australian Museum,2014,4,3153
South Australian Museum,2014,2,5147
South Australian Museum,2014,1,13757
State Library of Massachusetts (archive.org),2012,6,5
State Library of Massachusetts (archive.org),2013,2,88
State Library of Massachusetts (archive.org),2009,12,479
State Library of North Carolina (archive.org),2011,10,9595
State Library of North Carolina (archive.org),2013,2,2139
State Library of North Carolina (archive.org),2013,3,144
State Library of North Carolina (archive.org),2013,5,4
State Library of North Carolina (archive.org),2013,6,185
State Library of North Carolina (archive.org),2013,7,14741
State Library of North Carolina (archive.org),2012,3,1309
State Library of North Carolina (archive.org),2014,4,365
State Library of North Carolina (archive.org),2014,5,281
Sterling and Francine Clark Art Institute Library (archive.org),2014,1,278
Sterling and Francine Clark Art Institute Library (archive.org),2014,2,14
Sterling and Francine Clark Art Institute Library (archive.org),2012,11,1248
Sterling and Francine Clark Art Institute Library (archive.org),2013,5,9
Sterling and Francine Clark Art Institute Library (archive.org),2013,3,2398
Sterling and Francine Clark Art Institute Library (archive.org),2013,2,1764
Sweet Briar College (archive.org),2013,2,84
Sweet Briar College (archive.org),2013,4,6
Sweet Briar College (archive.org),2010,11,136
Sweet Briar College (archive.org),2010,10,67
The Bancroft Library (archive.org),2009,12,26
The Bancroft Library (archive.org),2009,11,3043
The Bancroft Library (archive.org),2013,2,508
The Bancroft Library (archive.org),2013,11,2201
The Bancroft Library (archive.org),2013,10,175
The Bancroft Library (archive.org),2012,4,2
The Bancroft Library (archive.org),2012,6,437
The Bancroft Library (archive.org),2012,5,885
The Johns Hopkins University Sheridan Libraries (archive.org),2012,5,5
The Johns Hopkins University Sheridan Libraries (archive.org),2012,6,4
The Johns Hopkins University Sheridan Libraries (archive.org),2013,2,919
The Johns Hopkins University Sheridan Libraries (archive.org),2009,11,404
The Johns Hopkins University Sheridan Libraries (archive.org),2009,12,936
"The University of Western Ontario, Western Archives (archive.org)",2009,12,4314
"The University of Western Ontario, Western Archives (archive.org)",2013,2,1013
"The University of Western Ontario, Western Archives (archive.org)",2012,6,61
Tisch Library (archive.org),2012,6,18
Tisch Library (archive.org),2012,5,55
Tisch Library (archive.org),2012,4,2
Tisch Library (archive.org),2013,2,18233
Tisch Library (archive.org),2013,4,2
Tisch Library (archive.org),2013,3,20
Tisch Library (archive.org),2013,8,1169
Tisch Library (archive.org),2009,12,6730
Tisch Library (archive.org),2009,11,1287
Tisch Library (archive.org),2010,8,2055
Tisch Library (archive.org),2011,3,1
Toronto Public Library : North York Central (archive.org),2010,10,1
Toronto Public Library : North York Central (archive.org),2009,11,392
Toronto Public Library : North York Central (archive.org),2009,12,202
Toronto Public Library : North York Central (archive.org),2013,2,342
Toronto Public Library : North York Central (archive.org),2012,5,20
Toronto Public Library : North York Central (archive.org),2012,6,4
Toronto Public Library: Research and Reference Libraries (archive.org),2012,6,101
Toronto Public Library: Research and Reference Libraries (archive.org),2012,5,263
Toronto Public Library: Research and Reference Libraries (archive.org),2013,2,3592
Toronto Public Library: Research and Reference Libraries (archive.org),2013,5,1
Toronto Public Library: Research and Reference Libraries (archive.org),2009,12,3059
Toronto Public Library: Research and Reference Libraries (archive.org),2009,11,6615
Toronto Public Library: Research and Reference Libraries (archive.org),2011,2,4
Toronto Public Library: Research and Reference Libraries (archive.org),2011,6,3
Toronto Public Library: Research and Reference Libraries (archive.org),2011,4,1
Trinity College - University of Toronto (archive.org),2009,11,1445
Trinity College - University of Toronto (archive.org),2010,1,3
Trinity College - University of Toronto (archive.org),2013,12,633
Trinity College - University of Toronto (archive.org),2013,2,694
Trinity College - University of Toronto (archive.org),2012,5,10
Trinity College - University of Toronto (archive.org),2011,12,1
Tufts University (archive.org),2012,6,4
Tufts University (archive.org),2013,2,29
Tufts University (archive.org),2009,12,14
"U.S. Department of Agriculture, National Agricultural Library",2013,2,4520
"U.S. Department of Agriculture, National Agricultural Library",2013,3,27906
"U.S. Department of Agriculture, National Agricultural Library",2013,1,7007
"U.S. Department of Agriculture, National Agricultural Library",2013,4,17881
"U.S. Department of Agriculture, National Agricultural Library",2013,12,146637
"U.S. Department of Agriculture, National Agricultural Library",2013,11,29258
"U.S. Department of Agriculture, National Agricultural Library",2013,10,81322
"U.S. Department of Agriculture, National Agricultural Library",2013,9,146559
"U.S. Department of Agriculture, National Agricultural Library",2013,5,147813
"U.S. Department of Agriculture, National Agricultural Library",2013,8,152033
"U.S. Department of Agriculture, National Agricultural Library",2013,7,247087
"U.S. Department of Agriculture, National Agricultural Library",2013,6,130743
"U.S. Department of Agriculture, National Agricultural Library",2014,2,381490
"U.S. Department of Agriculture, National Agricultural Library",2014,1,199874
"U.S. Department of Agriculture, National Agricultural Library",2014,4,421343
"U.S. Department of Agriculture, National Agricultural Library",2014,3,87686
"U.S. Department of Agriculture, National Agricultural Library",2014,5,75502
"U.S. Department of Agriculture, National Agricultural Library",2014,6,15878
"U.S. Dept. of the Treasury, Treasury Library (archive.org)",2012,6,2
U.S. Government Printing Office (archive.org),2012,6,2
U.S. Government Printing Office (archive.org),2012,5,2
U.S. Government Printing Office (archive.org),2013,2,164
U.S. Government Printing Office (archive.org),2009,12,95
U.S. Government Printing Office (archive.org),2010,7,1
U.S. Government Printing Office (archive.org),2009,11,245
"UCLA Library, Preservation Department",2013,7,199
"UCLA Library, Preservation Department",2013,12,96
"UCLA Library, Preservation Department",2014,5,8
"UCLA Library, Preservation Department",2014,3,928
UMass Amherst Libraries (archive.org),2014,3,51
UMass Amherst Libraries (archive.org),2014,1,1882
UMass Amherst Libraries (archive.org),2014,2,249
UMass Amherst Libraries (archive.org),2014,5,2
UMass Amherst Libraries (archive.org),2013,12,2675
UMass Amherst Libraries (archive.org),2013,11,261698
UMass Amherst Libraries (archive.org),2013,9,6532
UMass Amherst Libraries (archive.org),2013,10,62129
UMass Amherst Libraries (archive.org),2013,6,104
UMass Amherst Libraries (archive.org),2013,5,1742
UMass Amherst Libraries (archive.org),2013,2,163201
UMass Amherst Libraries (archive.org),2013,4,1828
UMass Amherst Libraries (archive.org),2013,1,10014
UMass Amherst Libraries (archive.org),2013,3,2164
UMass Amherst Libraries (archive.org),2012,5,2577
UMass Amherst Libraries (archive.org),2012,6,11994
UMass Amherst Libraries (archive.org),2011,12,10
UMass Amherst Libraries (archive.org),2012,1,2717
UMass Amherst Libraries (archive.org),2012,3,7
UMass Amherst Libraries (archive.org),2012,2,6
UMass Amherst Libraries (archive.org),2012,4,234
UMass Amherst Libraries (archive.org),2012,8,516
UMass Amherst Libraries (archive.org),2012,7,28425
UMass Amherst Libraries (archive.org),2012,11,157
UMass Amherst Libraries (archive.org),2012,12,4013
UMass Amherst Libraries (archive.org),2012,10,164
UMass Amherst Libraries (archive.org),2012,9,49
UMass Amherst Libraries (archive.org),2009,11,70042
UMass Amherst Libraries (archive.org),2010,7,164
UMass Amherst Libraries (archive.org),2010,6,220
UMass Amherst Libraries (archive.org),2010,4,55
UMass Amherst Libraries (archive.org),2010,5,658
UMass Amherst Libraries (archive.org),2009,12,932685
UMass Amherst Libraries (archive.org),2010,1,1072693
UMass Amherst Libraries (archive.org),2010,2,11141
UMass Amherst Libraries (archive.org),2010,3,7
UMass Amherst Libraries (archive.org),2011,4,871
UMass Amherst Libraries (archive.org),2011,5,839
UMass Amherst Libraries (archive.org),2011,6,220
UMass Amherst Libraries (archive.org),2011,7,74
UMass Amherst Libraries (archive.org),2011,10,612
UMass Amherst Libraries (archive.org),2011,11,322
UMass Amherst Libraries (archive.org),2011,8,146
UMass Amherst Libraries (archive.org),2011,9,298
UMass Amherst Libraries (archive.org),2011,2,359
UMass Amherst Libraries (archive.org),2011,3,458
UMass Amherst Libraries (archive.org),2010,12,114
UMass Amherst Libraries (archive.org),2011,1,98
UMass Amherst Libraries (archive.org),2010,10,140
UMass Amherst Libraries (archive.org),2010,11,102
UMass Amherst Libraries (archive.org),2010,8,5767
UMass Amherst Libraries (archive.org),2010,9,80
"UNEP-WCMC, Cambridge (archive.org)",2010,9,1
"UNEP-WCMC, Cambridge (archive.org)",2010,6,119429
"UNEP-WCMC, Cambridge (archive.org)",2010,7,243962
"UNEP-WCMC, Cambridge (archive.org)",2012,9,20
"UNEP-WCMC, Cambridge (archive.org)",2012,10,15
"UNEP-WCMC, Cambridge (archive.org)",2012,12,113
"UNEP-WCMC, Cambridge (archive.org)",2012,11,51
"UNEP-WCMC, Cambridge (archive.org)",2012,7,10
"UNEP-WCMC, Cambridge (archive.org)",2012,8,482
"UNEP-WCMC, Cambridge (archive.org)",2012,4,13
"UNEP-WCMC, Cambridge (archive.org)",2012,2,179
"UNEP-WCMC, Cambridge (archive.org)",2012,3,28
"UNEP-WCMC, Cambridge (archive.org)",2012,1,57964
"UNEP-WCMC, Cambridge (archive.org)",2012,6,49
"UNEP-WCMC, Cambridge (archive.org)",2012,5,71
"UNEP-WCMC, Cambridge (archive.org)",2013,3,116
"UNEP-WCMC, Cambridge (archive.org)",2013,1,3
"UNEP-WCMC, Cambridge (archive.org)",2013,4,59
"UNEP-WCMC, Cambridge (archive.org)",2013,2,1788
"UNEP-WCMC, Cambridge (archive.org)",2013,5,196
"UNEP-WCMC, Cambridge (archive.org)",2013,6,25
"UNEP-WCMC, Cambridge (archive.org)",2013,9,58516
"UNEP-WCMC, Cambridge (archive.org)",2013,12,10177
"UNEP-WCMC, Cambridge (archive.org)",2014,1,11318
United States Geological Survey,2014,3,476
United States Geological Survey,2014,4,53
United States Geological Survey,2014,5,727
United States Geological Survey,2013,12,1161
United States Geological Survey,2013,11,34
United States Geological Survey,2013,9,107
United States Geological Survey,2013,10,3
United States Geological Survey,2013,5,10
United States Geological Survey,2013,2,4225
United States Geological Survey,2013,4,65
United States Geological Survey,2013,1,1
United States Geological Survey,2013,3,189
United States Geological Survey,2012,5,12772
United States Geological Survey,2012,6,1277
United States Geological Survey,2012,3,2109
United States Geological Survey,2012,8,748
United States Geological Survey,2012,7,4743
United States Geological Survey,2012,12,3616
United States Geological Survey,2012,10,14916
United States Geological Survey,2012,9,7
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2012,8,76
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2012,5,6
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2013,2,11143
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2010,2,3072
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2009,12,51
"Univ. of Mass Medical School, Lamar Soutter Library (archive.org)",2009,11,389
Universal Digital Library (archive.org),2010,1,76
Universal Digital Library (archive.org),2013,2,18
Universal Digital Library (archive.org),2012,7,8
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,8,1517
